Frequency,Amplitude
43512.8143,-2.4377
43524.5301,-2.4386
43536.2460,-2.4394
43547.9619,-2.4403
43559.6778,-2.4412
43571.3937,-2.4420
43583.1096,-2.4429
43594.8255,-2.4437
43606.5414,-2.4446
43618.2573,-2.4454
43629.9732,-2.4462
43641.6890,-2.4471
43653.4049,-2.4479
43665.1208,-2.4488
43676.8367,-2.4496
43688.5526,-2.4504
43700.2685,-2.4513
43711.9844,-2.4521
43723.7003,-2.4529
43735.4162,-2.4537
43747.1320,-2.4545
43758.8479,-2.4554
43770.5638,-2.4562
43782.2797,-2.4570
43793.9956,-2.4578
43805.7115,-2.4586
43817.4274,-2.4594
43829.1433,-2.4602
43840.8592,-2.4610
43852.5751,-2.4618
43864.2909,-2.4626
43876.0068,-2.4634
43887.7227,-2.4642
43899.4386,-2.4650
43911.1545,-2.4658
43922.8704,-2.4665
43934.5863,-2.4673
43946.3022,-2.4681
43958.0181,-2.4689
43969.7340,-2.4696
43981.4498,-2.4704
43993.1657,-2.4712
44004.8816,-2.4720
44016.5975,-2.4727
44028.3134,-2.4735
44040.0293,-2.4742
44051.7452,-2.4750
44063.4611,-2.4757
44075.1770,-2.4765
44086.8928,-2.4773
44098.6087,-2.4780
44110.3246,-2.4788
44122.0405,-2.4795
44133.7564,-2.4802
44145.4723,-2.4810
44157.1882,-2.4817
44168.9041,-2.4824
44180.6200,-2.4832
44192.3359,-2.4839
44204.0517,-2.4846
44215.7676,-2.4854
44227.4835,-2.4861
44239.1994,-2.4868
44250.9153,-2.4875
44262.6312,-2.4882
44274.3471,-2.4889
44286.0630,-2.4897
44297.7789,-2.4904
44309.4948,-2.4911
44321.2106,-2.4918
44332.9265,-2.4925
44344.6424,-2.4932
44356.3583,-2.4939
44368.0742,-2.4946
44379.7901,-2.4953
44391.5060,-2.4959
44403.2219,-2.4966
44414.9378,-2.4973
44426.6536,-2.4980
44438.3695,-2.4987
44450.0854,-2.4994
44461.8013,-2.5000
44473.5172,-2.5007
44485.2331,-2.5014
44496.9490,-2.5021
44508.6649,-2.5027
44520.3808,-2.5034
44532.0967,-2.5041
44543.8125,-2.5047
44555.5284,-2.5054
44567.2443,-2.5060
44578.9602,-2.5067
44590.6761,-2.5073
44602.3920,-2.5080
44614.1079,-2.5086
44625.8238,-2.5093
44637.5397,-2.5099
44649.2556,-2.5105
44660.9714,-2.5112
44672.6873,-2.5118
44684.4032,-2.5124
44696.1191,-2.5131
44707.8350,-2.5137
44719.5509,-2.5143
44731.2668,-2.5149
44742.9827,-2.5156
44754.6986,-2.5162
44766.4144,-2.5168
44778.1303,-2.5174
44789.8462,-2.5180
44801.5621,-2.5186
44813.2780,-2.5192
44824.9939,-2.5199
44836.7098,-2.5205
44848.4257,-2.5211
44860.1416,-2.5217
44871.8575,-2.5222
44883.5733,-2.5228
44895.2892,-2.5234
44907.0051,-2.5240
44918.7210,-2.5246
44930.4369,-2.5252
44942.1528,-2.5258
44953.8687,-2.5264
44965.5846,-2.5269
44977.3005,-2.5275
44989.0164,-2.5281
45000.7322,-2.5286
45012.4481,-2.5292
45024.1640,-2.5298
45035.8799,-2.5303
45047.5958,-2.5309
45059.3117,-2.5315
45071.0276,-2.5320
45082.7435,-2.5326
45094.4594,-2.5331
45106.1753,-2.5337
45117.8911,-2.5342
45129.6070,-2.5348
45141.3229,-2.5353
45153.0388,-2.5359
45164.7547,-2.5364
45176.4706,-2.5369
45188.1865,-2.5375
45199.9024,-2.5380
45211.6183,-2.5385
45223.3341,-2.5391
45235.0500,-2.5396
45246.7659,-2.5401
45258.4818,-2.5406
45270.1977,-2.5411
45281.9136,-2.5417
45293.6295,-2.5422
45305.3454,-2.5427
45317.0613,-2.5432
45328.7772,-2.5437
45340.4930,-2.5442
45352.2089,-2.5447
45363.9248,-2.5452
45375.6407,-2.5457
45387.3566,-2.5462
45399.0725,-2.5467
45410.7884,-2.5472
45422.5043,-2.5477
45434.2202,-2.5482
45445.9361,-2.5486
45457.6519,-2.5491
45469.3678,-2.5496
45481.0837,-2.5501
45492.7996,-2.5506
45504.5155,-2.5510
45516.2314,-2.5515
45527.9473,-2.5520
45539.6632,-2.5524
45551.3791,-2.5529
45563.0949,-2.5534
45574.8108,-2.5538
45586.5267,-2.5543
45598.2426,-2.5547
45609.9585,-2.5552
45621.6744,-2.5556
45633.3903,-2.5561
45645.1062,-2.5565
45656.8221,-2.5570
45668.5380,-2.5574
45680.2538,-2.5578
45691.9697,-2.5583
45703.6856,-2.5587
45715.4015,-2.5591
45727.1174,-2.5596
45738.8333,-2.5600
45750.5492,-2.5604
45762.2651,-2.5609
45773.9810,-2.5613
45785.6969,-2.5617
45797.4127,-2.5621
45809.1286,-2.5625
45820.8445,-2.5629
45832.5604,-2.5633
45844.2763,-2.5638
45855.9922,-2.5642
45867.7081,-2.5646
45879.4240,-2.5650
45891.1399,-2.5654
45902.8557,-2.5658
45914.5716,-2.5662
45926.2875,-2.5665
45938.0034,-2.5669
45949.7193,-2.5673
45961.4352,-2.5677
45973.1511,-2.5681
45984.8670,-2.5685
45996.5829,-2.5688
46008.2988,-2.5692
46020.0146,-2.5696
46031.7305,-2.5700
46043.4464,-2.5703
46055.1623,-2.5707
46066.8782,-2.5711
46078.5941,-2.5714
46090.3100,-2.5718
46102.0259,-2.5721
46113.7418,-2.5725
46125.4577,-2.5729
46137.1735,-2.5732
46148.8894,-2.5736
46160.6053,-2.5739
46172.3212,-2.5743
46184.0371,-2.5746
46195.7530,-2.5749
46207.4689,-2.5753
46219.1848,-2.5756
46230.9007,-2.5759
46242.6165,-2.5763
46254.3324,-2.5766
46266.0483,-2.5769
46277.7642,-2.5773
46289.4801,-2.5776
46301.1960,-2.5779
46312.9119,-2.5782
46324.6278,-2.5785
46336.3437,-2.5788
46348.0596,-2.5792
46359.7754,-2.5795
46371.4913,-2.5798
46383.2072,-2.5801
46394.9231,-2.5804
46406.6390,-2.5807
46418.3549,-2.5810
46430.0708,-2.5813
46441.7867,-2.5816
46453.5026,-2.5819
46465.2185,-2.5821
46476.9343,-2.5824
46488.6502,-2.5827
46500.3661,-2.5830
46512.0820,-2.5833
46523.7979,-2.5836
46535.5138,-2.5838
46547.2297,-2.5841
46558.9456,-2.5844
46570.6615,-2.5847
46582.3773,-2.5849
46594.0932,-2.5852
46605.8091,-2.5854
46617.5250,-2.5857
46629.2409,-2.5860
46640.9568,-2.5862
46652.6727,-2.5865
46664.3886,-2.5867
46676.1045,-2.5870
46687.8204,-2.5872
46699.5362,-2.5875
46711.2521,-2.5877
46722.9680,-2.5879
46734.6839,-2.5882
46746.3998,-2.5884
46758.1157,-2.5887
46769.8316,-2.5889
46781.5475,-2.5891
46793.2634,-2.5893
46804.9793,-2.5896
46816.6951,-2.5898
46828.4110,-2.5900
46840.1269,-2.5902
46851.8428,-2.5904
46863.5587,-2.5906
46875.2746,-2.5909
46886.9905,-2.5911
46898.7064,-2.5913
46910.4223,-2.5915
46922.1381,-2.5917
46933.8540,-2.5919
46945.5699,-2.5921
46957.2858,-2.5923
46969.0017,-2.5925
46980.7176,-2.5927
46992.4335,-2.5929
47004.1494,-2.5930
47015.8653,-2.5932
47027.5812,-2.5934
47039.2970,-2.5936
47051.0129,-2.5938
47062.7288,-2.5939
47074.4447,-2.5941
47086.1606,-2.5943
47097.8765,-2.5945
47109.5924,-2.5946
47121.3083,-2.5948
47133.0242,-2.5949
47144.7401,-2.5951
47156.4559,-2.5953
47168.1718,-2.5954
47179.8877,-2.5956
47191.6036,-2.5957
47203.3195,-2.5959
47215.0354,-2.5960
47226.7513,-2.5962
47238.4672,-2.5963
47250.1831,-2.5964
47261.8990,-2.5966
47273.6148,-2.5967
47285.3307,-2.5969
47297.0466,-2.5970
47308.7625,-2.5971
47320.4784,-2.5972
47332.1943,-2.5974
47343.9102,-2.5975
47355.6261,-2.5976
47367.3420,-2.5977
47379.0578,-2.5979
47390.7737,-2.5980
47402.4896,-2.5981
47414.2055,-2.5982
47425.9214,-2.5983
47437.6373,-2.5984
47449.3532,-2.5985
47461.0691,-2.5986
47472.7850,-2.5987
47484.5009,-2.5988
47496.2167,-2.5989
47507.9326,-2.5990
47519.6485,-2.5991
47531.3644,-2.5992
47543.0803,-2.5992
47554.7962,-2.5993
47566.5121,-2.5994
47578.2280,-2.5995
47589.9439,-2.5996
47601.6598,-2.5996
47613.3756,-2.5997
47625.0915,-2.5998
47636.8074,-2.5998
47648.5233,-2.5999
47660.2392,-2.6000
47671.9551,-2.6000
47683.6710,-2.6001
47695.3869,-2.6001
47707.1028,-2.6002
47718.8186,-2.6003
47730.5345,-2.6003
47742.2504,-2.6003
47753.9663,-2.6004
47765.6822,-2.6004
47777.3981,-2.6005
47789.1140,-2.6005
47800.8299,-2.6006
47812.5458,-2.6006
47824.2617,-2.6006
47835.9775,-2.6006
47847.6934,-2.6007
47859.4093,-2.6007
47871.1252,-2.6007
47882.8411,-2.6007
47894.5570,-2.6008
47906.2729,-2.6008
47917.9888,-2.6008
47929.7047,-2.6008
47941.4206,-2.6008
47953.1364,-2.6008
47964.8523,-2.6008
47976.5682,-2.6008
47988.2841,-2.6008
